# Migration is number of nodes that have changed color.

Round		Edge-Cut		Swaps		Migrations		Skipped
0		5368		2395		2005
1		5640		4790		1738
2		5477		7185		1768
3		5619		9580		1790
4		5547		11975		1792
5		5543		14370		1827
6		5502		16765		1735
7		5442		19160		1802
8		5467		21555		1734
9		5516		23950		1788
10		5419		26345		1756
11		5453		28740		1773
12		5431		31135		1754
13		5476		33530		1747
14		5443		35925		1787
15		5437		38320		1793
16		5434		40715		1788
17		5347		43110		1743
18		5403		45505		1762
19		5395		47900		1762
20		5362		50295		1799
21		5399		52690		1771
22		5397		55085		1749
23		5401		57480		1794
24		5397		59875		1826
25		5398		62270		1769
26		5379		64665		1766
27		5393		67060		1757
28		5322		69455		1740
29		5306		71850		1765
30		5342		74245		1764
31		5368		76640		1752
32		5315		79035		1818
33		5332		81430		1774
34		5357		83825		1793
35		5321		86220		1779
36		5321		88615		1787
37		5279		91010		1781
38		5202		93405		1789
39		5282		95800		1764
40		5287		98195		1767
41		5207		100590		1783
42		5195		102985		1772
43		5186		105380		1736
44		5175		107775		1749
45		5125		110170		1812
46		5170		112565		1760
47		5048		114960		1778
48		5173		117355		1753
49		5091		119750		1753
50		4644		122144		1748
51		4084		124539		1748
52		3853		126934		1730
53		3766		129329		1729
54		3671		131722		1723
55		3602		134115		1735
56		3556		136508		1700
57		3486		138901		1736
58		3466		141295		1716
59		3375		143685		1721
60		3337		146078		1740
61		3283		148471		1742
62		3241		150861		1737
63		3207		153255		1744
64		3175		155645		1712
65		3181		158038		1739
66		3156		160432		1756
67		3118		162820		1735
68		3097		165209		1725
69		2956		166495		1752
70		2843		167705		1760
71		2798		168905		1768
72		2738		170096		1758
73		2678		171261		1774
74		2617		172377		1770
75		2563		173458		1767
76		2524		174522		1770
77		2509		175557		1772
78		2477		176581		1767
79		2445		177585		1771
80		2438		178581		1768
81		2428		179566		1773
82		2414		180545		1778
83		2402		181526		1774
84		2330		182322		1776
85		2280		183008		1776
86		2236		183609		1778
87		2196		184143		1776
88		2171		184619		1777
89		2149		185045		1776
90		2127		185433		1782
91		2114		185795		1780
92		2095		186118		1789
93		2077		186407		1794
94		2066		186661		1793
95		2054		186895		1793
96		2045		187107		1795
97		2036		187303		1796
98		2022		187478		1791
99		2011		187638		1786
100		2002		187773		1777
