# Migration is number of nodes that have changed color.

Round		Edge-Cut		Swaps		Migrations		Skipped
0		105900		2721		1615
1		84490		5425		1856
2		70222		8118		1943
3		60965		10801		1973
4		56539		13479		1997
5		52378		16143		2021
6		50073		18797		2044
7		47895		21447		2037
8		46920		24091		2048
9		45405		26761		2058
10		44864		29417		2045
11		44318		32070		2027
12		43889		34726		2061
13		43480		37387		2054
14		43234		40039		2049
15		43065		42688		2054
16		42745		45325		2050
17		42575		47975		2043
18		42438		50630		2030
19		42353		53268		2032
20		42299		55908		2044
21		42256		58536		2046
22		42232		61181		2040
23		42131		63827		2045
24		42071		66464		2046
25		42062		69111		2044
26		41985		71748		2036
27		41982		74402		2044
28		41967		77045		2040
29		41951		79674		2033
30		41874		82324		2030
31		41780		84975		2022
32		41781		87616		2030
33		41748		90268		2026
34		41729		92909		2028
35		41713		95544		2030
36		41718		98167		2031
37		41704		100799		2024
38		41700		103436		2023
39		41686		106072		2027
40		41686		108709		2029
41		41682		111339		2021
42		41667		113976		2026
43		41656		116624		2023
44		41659		119266		2018
45		41672		121894		2020
46		41663		124528		2014
47		41669		127170		2018
48		41654		129824		2027
49		41646		132468		2023
50		41636		135110		2009
51		41631		137742		2003
52		41572		140375		2006
53		41542		143017		2010
54		41543		145647		2014
55		41542		148290		2016
56		41532		150921		2025
57		41498		153543		2020
58		41494		156190		2018
59		41488		158833		2018
60		41455		161457		2023
61		41457		164089		2023
62		41444		166731		2026
63		41445		169372		2025
64		41422		172009		2028
65		41425		174640		2037
66		41426		177270		2035
67		41408		179902		2031
68		41406		182525		2034
69		41399		185153		2035
70		41397		187790		2034
71		41392		190428		2034
72		41381		193060		2032
73		41380		195682		2032
74		41378		198320		2029
75		41375		200955		2029
76		41368		203574		2025
77		41368		206204		2032
78		41371		208858		2032
79		41364		211488		2029
80		41361		214123		2031
81		41365		216773		2029
82		41366		219414		2023
83		41360		222067		2028
84		41356		224706		2028
85		41351		227357		2028
86		41346		229994		2027
87		41339		232638		2035
88		41337		235267		2034
89		41334		237899		2033
90		41333		240530		2030
91		41329		243158		2033
92		41327		245782		2038
93		41335		248419		2038
94		41332		251069		2040
95		41332		253715		2041
96		41321		256360		2039
97		41316		259000		2036
98		41312		261638		2032
99		41299		264265		2031
100		41292		266901		2026
101		41283		269533		2028
102		41286		272179		2031
103		41291		274802		2031
104		41286		277439		2030
105		41291		280071		2027
106		41287		282713		2024
107		41284		285349		2024
108		41289		287991		2021
109		41288		290621		2023
110		41280		293251		2026
111		41280		295896		2026
112		41277		298518		2027
113		41275		301172		2025
114		41277		303824		2027
115		41271		306448		2025
116		41272		309072		2026
117		41270		311703		2025
118		41271		314336		2024
119		41272		316972		2024
120		41268		319580		2028
121		41271		322215		2028
122		41269		324839		2035
123		41268		327472		2036
124		41264		330102		2037
125		41265		332732		2039
126		41260		335372		2036
127		41263		338014		2039
128		41256		340650		2043
129		41263		343289		2042
130		41256		345945		2043
131		41257		348571		2042
132		41255		351212		2043
133		41249		353842		2041
134		41248		356476		2042
135		41250		359115		2039
136		41247		361752		2045
137		41244		364390		2041
138		41245		367020		2039
139		41248		369649		2038
140		41250		372270		2039
141		41244		374904		2039
142		41237		377530		2042
143		41237		380175		2038
144		41236		382821		2041
145		41231		385466		2039
146		41235		388098		2037
147		41231		390737		2039
148		41231		393364		2039
149		41243		396002		2042
150		41245		398646		2043
151		41239		401284		2044
152		41244		403921		2042
153		41248		406549		2042
154		41244		409173		2044
155		41243		411807		2038
156		41247		414442		2038
157		41246		417087		2040
158		41242		419725		2037
159		41240		422355		2036
160		41246		424997		2034
161		41249		427628		2032
162		41244		430270		2038
163		41235		432909		2036
164		41236		435555		2034
165		41239		438202		2034
166		41233		440839		2035
167		41234		443470		2033
168		41231		446107		2032
169		41232		448754		2039
170		41230		451389		2041
171		41231		454007		2041
172		41232		456633		2040
173		41233		459275		2040
174		41228		461904		2039
175		41227		464549		2035
176		41233		467187		2034
177		41230		469824		2034
178		41229		472458		2033
179		41229		475094		2038
180		41229		477727		2035
181		41228		480377		2032
