# Migration is number of nodes that have changed color.

Round		Edge-Cut		Swaps		Migrations		Skipped
0		8843		4719		3029
1		7902		9436		3014
2		7419		14154		3031
3		7012		18871		3018
4		6735		23588		3072
5		6383		28305		3053
6		6233		33019		3103
7		6070		37733		3111
8		5925		42447		3126
9		5820		47163		3139
10		5724		51876		3134
11		5659		56589		3148
12		5563		61300		3169
13		5496		66013		3168
14		5432		70722		3153
15		5380		75437		3135
16		5295		80150		3151
17		5210		84864		3139
18		5142		89580		3167
19		5083		94288		3183
20		5036		98996		3157
21		4993		103713		3165
22		4948		108427		3160
23		4889		113142		3164
24		4865		117850		3169
25		4881		122565		3183
26		4843		127276		3153
27		4765		131992		3157
28		4727		136707		3161
29		4713		141422		3168
30		4656		146134		3144
31		4638		150848		3147
32		4580		155564		3135
33		4565		160270		3114
34		4559		164985		3124
35		4548		169701		3113
36		4510		174411		3102
37		4504		179125		3123
38		4511		183844		3133
39		4438		188559		3127
40		4429		193273		3124
41		4426		197990		3142
42		4420		202695		3124
43		4416		207406		3121
44		4399		212117		3139
45		4366		216830		3140
46		4354		221544		3160
47		4322		226260		3150
48		4338		230973		3154
49		4341		235688		3164
50		4301		240406		3160
51		4329		245121		3174
52		4282		249830		3169
53		4287		254544		3180
54		4263		259257		3174
55		4250		263970		3169
56		4216		268684		3169
57		4219		273392		3173
58		4202		278103		3166
59		4166		282813		3180
60		4191		287524		3169
61		4177		292236		3160
62		4162		296952		3193
63		4188		301665		3180
64		4156		306378		3182
65		4153		311088		3201
66		4118		315799		3192
67		4084		320508		3181
68		4071		325221		3176
69		4069		329933		3169
70		4080		334646		3163
71		4070		339357		3171
72		4077		344066		3178
73		4044		348776		3176
74		4030		353485		3189
75		4004		358195		3190
76		4011		362899		3183
77		3987		367606		3190
78		3973		372316		3182
79		3978		377034		3172
80		3954		381752		3182
81		3945		386467		3176
82		3918		391178		3164
83		3909		395890		3188
84		3895		400601		3178
85		3871		405312		3190
86		3886		410027		3203
87		3886		414740		3207
88		3879		419453		3169
89		3869		424165		3165
90		3873		428876		3182
91		3867		433590		3191
92		3854		438302		3191
93		3847		443015		3177
94		3824		447733		3171
95		3810		452447		3192
96		3784		457158		3178
97		3792		461875		3180
98		3778		466590		3192
99		3777		471302		3183
100		3786		476012		3190
101		3754		480723		3184
102		3776		485438		3200
103		3792		490147		3226
104		3803		494862		3220
105		3794		499580		3209
106		3762		504290		3186
107		3739		509006		3204
108		3747		513718		3199
109		3751		518434		3198
110		3745		523145		3214
111		3745		527862		3223
112		3711		532567		3207
113		3719		537276		3212
114		3735		541996		3209
115		3718		546711		3211
116		3704		551424		3200
117		3711		556139		3195
118		3701		560854		3203
119		3661		565568		3204
120		3662		570284		3212
121		3655		575000		3206
122		3639		579712		3194
123		3655		584427		3198
124		3632		589135		3196
125		3691		593851		3194
126		3684		598563		3196
127		3691		603279		3197
128		3684		607995		3199
129		3678		612701		3202
130		3660		617416		3197
131		3658		622128		3204
132		3645		626843		3180
133		3621		631558		3193
134		3615		636270		3170
135		3625		640983		3200
136		3625		645699		3207
137		3600		650412		3194
138		3566		655125		3197
139		3562		659839		3188
140		3576		664553		3197
141		3592		669268		3198
142		3595		673982		3205
143		3600		678699		3189
144		3630		683410		3194
145		3634		688124		3204
146		3591		692833		3198
147		3617		697546		3203
148		3595		702260		3202
149		3583		706974		3203
150		3571		711687		3202
151		3579		716398		3205
152		3568		721114		3215
153		3566		725826		3210
154		3556		730543		3220
155		3574		735257		3211
156		3586		739971		3208
157		3585		744686		3198
158		3565		749403		3194
159		3545		754119		3199
160		3542		758831		3202
161		3540		763544		3210
162		3553		768256		3192
163		3540		772968		3183
164		3530		777682		3176
165		3515		782393		3181
166		3516		787111		3180
167		3520		791827		3190
168		3514		796541		3192
169		3527		801254		3180
170		3562		805970		3195
171		3522		810687		3192
172		3532		815399		3198
173		3523		820112		3206
174		3525		824827		3195
175		3501		829535		3201
176		3524		834252		3183
177		3509		838965		3208
178		3503		843677		3204
179		3485		848389		3203
180		3459		853103		3218
181		3478		857819		3195
182		3454		862526		3198
183		3459		867240		3179
184		3469		871954		3202
185		3451		876668		3206
186		3476		881382		3202
187		3481		886095		3210
188		3498		890811		3208
189		3476		895526		3186
190		3474		900241		3196
191		3494		904958		3200
192		3445		909668		3211
193		3466		914382		3225
194		3461		919100		3233
195		3444		923810		3233
196		3432		928524		3243
197		3420		933240		3248
198		3413		937955		3249
199		3400		942665		3231
200		3391		947375		3223
201		3378		952087		3237
202		3386		956797		3232
203		3362		961508		3224
204		3354		966225		3227
205		3359		970936		3241
206		3359		975653		3247
207		3357		980368		3222
208		3373		985081		3228
209		3349		989798		3222
210		3361		994513		3225
211		3334		999226		3222
212		3320		1003939		3220
213		3335		1008657		3236
214		3331		1013367		3228
215		3322		1018082		3226
216		3324		1022795		3232
217		3327		1027512		3230
218		3329		1032223		3227
219		3338		1036933		3241
220		3338		1041647		3253
221		3314		1046360		3250
222		3339		1051075		3247
223		3333		1055790		3250
224		3307		1060506		3232
225		3315		1065223		3256
226		3318		1069936		3247
227		3324		1074644		3250
228		3298		1079353		3235
229		3313		1084067		3240
230		3330		1088785		3244
231		3334		1093497		3261
232		3326		1098213		3244
233		3319		1102928		3243
234		3325		1107642		3238
235		3334		1112354		3227
236		3329		1117067		3233
237		3326		1121781		3231
238		3329		1126492		3234
239		3301		1131209		3234
240		3312		1135924		3223
241		3313		1140641		3240
242		3307		1145354		3238
243		3299		1150068		3234
244		3286		1154783		3243
245		3281		1159496		3245
246		3276		1164211		3232
247		3279		1168926		3233
248		3293		1173637		3239
249		3310		1178351		3228
250		3296		1183061		3252
251		3269		1187775		3264
252		3262		1192493		3253
253		3258		1197208		3242
254		3277		1201923		3235
255		3278		1206639		3239
256		3240		1211355		3243
257		3236		1216069		3239
258		3245		1220782		3233
259		3252		1225492		3244
260		3255		1230206		3246
261		3249		1234917		3255
262		3256		1239628		3257
263		3246		1244337		3246
264		3247		1249054		3236
265		3243		1253768		3247
266		3269		1258485		3259
267		3267		1263194		3245
268		3245		1267909		3241
269		3231		1272619		3235
270		3242		1277328		3232
271		3238		1282043		3237
272		3236		1286756		3237
273		3206		1291468		3240
274		3208		1296183		3248
275		3235		1300888		3241
276		3239		1305602		3240
277		3234		1310317		3258
278		3235		1315032		3247
279		3224		1319744		3249
280		3229		1324456		3257
281		3225		1329172		3245
282		3231		1333888		3257
283		3239		1338604		3260
284		3253		1343319		3249
285		3226		1348030		3248
286		3214		1352745		3239
287		3206		1357450		3254
288		3227		1362165		3243
289		3207		1366881		3248
290		3199		1371596		3243
291		3221		1376311		3248
292		3218		1381027		3247
293		3228		1385745		3235
294		3231		1390459		3240
295		3225		1395176		3236
296		3210		1399892		3249
297		3197		1404609		3255
298		3207		1409325		3252
299		3182		1414040		3250
300		3198		1418751		3253
301		3182		1423467		3249
302		3172		1428177		3236
303		3186		1432888		3242
304		3199		1437602		3241
305		3183		1442317		3262
306		3185		1447030		3261
307		3188		1451745		3264
308		3204		1456459		3248
309		3186		1461172		3242
310		3196		1465888		3248
311		3208		1470603		3242
312		3200		1475317		3243
313		3203		1480032		3254
314		3228		1484748		3249
315		3214		1489461		3259
316		3200		1494170		3259
317		3200		1498885		3246
318		3203		1503604		3247
319		3199		1508320		3258
320		3214		1513034		3270
321		3189		1517747		3255
322		3182		1522462		3256
323		3185		1527174		3251
324		3173		1531884		3254
325		3173		1536597		3245
326		3184		1541311		3243
327		3214		1546026		3243
328		3212		1550740		3243
329		3199		1555451		3257
330		3202		1560166		3249
331		3204		1564880		3246
332		3188		1569594		3250
333		3186		1574308		3252
334		3169		1579018		3256
335		3172		1583732		3252
336		3161		1588448		3250
337		3176		1593165		3252
338		3176		1597884		3238
339		3188		1602597		3253
340		3194		1607313		3268
341		3177		1612025		3249
342		3186		1616736		3249
343		3170		1621445		3248
344		3150		1626157		3248
345		3155		1630870		3243
346		3151		1635586		3250
347		3125		1640301		3260
348		3162		1645019		3261
349		3163		1649734		3280
350		3158		1654447		3259
351		3175		1659161		3250
352		3175		1663872		3253
353		3159		1668589		3245
354		3137		1673303		3250
355		3137		1678017		3236
356		3131		1682732		3241
357		3137		1687450		3246
358		3142		1692160		3238
359		3144		1696872		3220
360		3135		1701589		3235
361		3149		1706303		3261
362		3112		1711019		3258
363		3113		1715733		3251
364		3137		1720446		3249
365		3129		1725157		3240
366		3130		1729873		3236
367		3111		1734589		3241
368		3085		1739303		3248
369		3106		1744017		3255
370		3107		1748734		3242
371		3106		1753449		3260
372		3118		1758163		3266
373		3095		1762872		3269
374		3102		1767584		3256
375		3103		1772297		3241
376		3099		1777013		3257
377		3120		1781728		3270
378		3104		1786443		3251
379		3091		1791156		3253
380		3095		1795868		3261
381		3088		1800584		3246
382		3087		1805302		3250
383		3097		1810015		3250
384		3091		1814727		3237
385		3073		1819441		3243
386		3076		1824158		3242
387		3105		1828874		3245
388		3104		1833592		3254
389		3097		1838310		3236
390		3090		1843028		3249
391		3088		1847743		3255
392		3064		1852456		3247
393		3059		1857173		3242
394		3047		1861890		3246
395		3057		1866606		3249
396		3057		1871320		3249
397		3068		1876036		3269
398		3088		1880751		3270
399		3096		1885465		3277
400		3092		1890181		3273
401		3086		1894898		3255
402		3092		1899614		3256
403		3054		1904327		3252
404		3059		1909045		3241
405		3066		1913760		3249
406		3036		1918472		3244
407		3053		1923188		3258
408		3062		1927902		3253
409		3076		1932616		3246
410		3096		1937332		3256
411		3077		1942047		3248
412		3066		1946759		3246
413		3060		1951475		3242
414		3071		1956192		3245
415		3073		1960905		3249
416		3070		1965620		3240
417		3056		1970333		3254
418		3067		1975048		3261
419		3064		1979764		3257
420		3065		1984481		3238
421		3106		1989198		3241
422		3072		1993911		3237
423		3045		1998622		3237
424		3068		2003339		3257
425		3061		2008055		3248
426		3061		2012769		3255
427		3044		2017480		3254
428		3019		2022198		3268
429		3029		2026911		3262
430		3013		2031629		3250
431		3017		2036341		3252
432		3016		2041055		3250
433		3020		2045771		3260
434		2999		2050483		3245
435		3018		2055200		3239
436		2999		2059911		3248
437		2995		2064625		3239
438		3010		2069340		3233
439		3008		2074055		3239
440		3001		2078769		3232
441		2974		2083483		3237
442		2983		2088199		3238
443		2998		2092910		3249
444		3001		2097623		3250
445		3039		2102338		3240
446		3017		2107054		3239
447		2997		2111769		3250
448		2995		2116484		3258
449		3005		2121198		3253
450		2997		2125916		3245
451		3007		2130634		3253
452		3011		2135350		3257
453		3002		2140065		3259
454		3009		2144776		3271
455		2997		2149490		3263
456		2968		2154208		3254
457		2981		2158926		3268
458		2958		2163641		3274
459		2975		2168358		3271
460		2941		2173071		3261
461		2950		2177784		3261
462		2959		2182500		3264
463		2964		2187216		3260
464		2965		2191934		3265
465		2955		2196650		3267
466		2927		2201363		3264
467		2932		2206080		3266
468		2932		2210793		3271
469		2941		2215506		3267
470		2941		2220217		3262
471		2951		2224930		3275
472		2965		2229641		3268
473		2949		2234360		3266
474		2950		2239077		3273
475		2946		2243792		3264
476		2933		2248508		3253
477		2932		2253223		3257
478		2923		2257937		3264
479		2944		2262651		3254
480		2953		2267366		3256
481		2950		2272081		3251
482		2989		2276790		3253
483		2981		2281507		3259
484		2990		2286220		3252
485		2991		2290935		3248
486		2992		2295648		3258
487		2999		2300365		3253
488		2983		2305079		3259
489		2981		2309794		3276
490		2970		2314511		3274
491		2964		2319223		3283
492		2973		2323939		3250
493		2938		2328655		3262
494		2945		2333370		3275
495		2958		2338082		3267
496		2961		2342798		3261
497		2938		2347512		3261
498		2930		2352229		3242
499		2948		2356941		3256
500		2959		2361656		3257
501		2939		2366372		3260
502		2930		2371086		3258
503		2927		2375800		3254
504		2933		2380515		3257
505		2947		2385232		3256
506		2958		2389943		3263
507		2936		2394660		3244
508		2929		2399377		3249
509		2934		2404093		3263
510		2927		2408810		3255
511		2945		2413528		3260
512		2931		2418246		3239
513		2940		2422957		3260
514		2944		2427674		3260
515		2941		2432386		3254
516		2933		2437097		3264
517		2933		2441811		3260
518		2916		2446522		3265
519		2910		2451236		3260
520		2901		2455952		3259
521		2907		2460667		3270
522		2935		2465381		3263
523		2933		2470101		3254
524		2933		2474818		3266
525		2947		2479529		3271
526		2968		2484245		3279
527		2956		2488961		3263
528		2954		2493674		3269
529		2926		2498391		3265
530		2932		2503106		3266
531		2952		2507820		3277
532		2962		2512534		3266
533		2949		2517250		3271
534		2933		2521968		3271
535		2931		2526682		3280
536		2932		2531395		3276
537		2917		2536113		3277
538		2902		2540825		3262
539		2902		2545544		3256
